id_venda,data,id_cliente,id_livro,quantidade,id_funcionario,nome,cidade,idade,titulo,categoria,autor,preco,custo,funcionario,faturamento,custo_total,lucro,mes,nome_mes
186,2025-07-08,22,15,4,1,Cliente 22,Porto Alegre,45,Python para Dados,Tecnologia,Autor Diversos,101,43,Ana,404,172,232,7,July
187,2025-06-04,66,4,2,2,Cliente 66,Rio Grande,19,1984,Ficção,George Orwell,97,62,Carlos,194,124,70,6,June
188,2025-02-24,45,13,1,4,Cliente 45,Pelotas,23,Sapiens,História,Yuval Noah Harari,85,55,Marina,85,55,30,2,February
189,2025-07-01,69,5,1,3,Cliente 69,Rio Grande,54,O Pequeno Príncipe,Infantil,Antoine de Saint-Exupéry,74,27,João,74,27,47,7,July
190,2025-07-29,91,2,2,4,Cliente 91,Rio Grande,55,Harry Potter e a Pedra Filosofal,Fantasia,J.K. Rowling,100,48,Marina,200,96,104,7,July
191,2025-03-16,89,1,2,1,Cliente 89,Porto Alegre,28,Dom Casmurro,Clássico,Machado de Assis,102,58,Ana,204,116,88,3,March
192,2025-10-04,72,16,4,2,Cliente 72,Pelotas,66,O Poder do Hábito,Desenvolvimento Pessoal,Charles Duhigg,39,22,Carlos,156,88,68,10,October
193,2025-05-13,1,6,2,1,Cliente 1,Rio Grande,68,A Revolução dos Bichos,Ficção,George Orwell,66,40,Ana,132,80,52,5,May
194,2025-12-09,84,16,1,4,Cliente 84,Rio Grande,43,O Poder do Hábito,Desenvolvimento Pessoal,Charles Duhigg,39,22,Marina,39,22,17,12,December
195,2025-02-28,44,14,3,1,Cliente 44,Porto Alegre,56,Clean Code,Tecnologia,Robert C. Martin,88,59,Ana,264,177,87,2,February
196,2025-12-11,87,3,2,1,Cliente 87,Pelotas,49,O Hobbit,Fantasia,J.R.R. Tolkien,50,34,Ana,100,68,32,12,December
197,2025-07-01,96,15,2,2,Cliente 96,Rio Grande,23,Python para Dados,Tecnologia,Autor Diversos,101,43,Carlos,202,86,116,7,July
198,2025-12-05,75,3,4,3,Cliente 75,Porto Alegre,45,O Hobbit,Fantasia,J.R.R. Tolkien,50,34,João,200,136,64,12,December
199,2025-11-17,39,2,4,4,Cliente 39,Pelotas,44,Harry Potter e a Pedra Filosofal,Fantasia,J.K. Rowling,100,48,Marina,400,192,208,11,November
200,2025-03-05,54,1,2,2,Cliente 54,Pelotas,41,Dom Casmurro,Clássico,Machado de Assis,102,58,Carlos,204,116,88,3,March
201,2025-11-23,88,9,1,3,Cliente 88,Pelotas,21,O Senhor dos Anéis,Fantasia,J.R.R. Tolkien,81,42,João,81,42,39,11,November
202,2025-09-17,75,9,1,1,Cliente 75,Porto Alegre,45,O Senhor dos Anéis,Fantasia,J.R.R. Tolkien,81,42,Ana,81,42,39,9,September
203,2025-07-12,29,7,3,3,Cliente 29,Porto Alegre,61,It: A Coisa,Terror,Stephen King,94,58,João,282,174,108,7,July
204,2025-05-23,54,3,2,1,Cliente 54,Pelotas,41,O Hobbit,Fantasia,J.R.R. Tolkien,50,34,Ana,100,68,32,5,May
205,2025-04-14,90,18,4,1,Cliente 90,Rio Grande,34,Coraline,Fantasia,Neil Gaiman,42,21,Ana,168,84,84,4,April
206,2025-08-02,16,11,1,2,Cliente 16,Porto Alegre,53,Pai Rico Pai Pobre,Negócios,Robert Kiyosaki,86,30,Carlos,86,30,56,8,August
207,2025-08-30,99,7,3,1,Cliente 99,Porto Alegre,65,It: A Coisa,Terror,Stephen King,94,58,Ana,282,174,108,8,August
208,2025-07-28,20,9,2,2,Cliente 20,Porto Alegre,68,O Senhor dos Anéis,Fantasia,J.R.R. Tolkien,81,42,Carlos,162,84,78,7,July
209,2025-04-03,46,1,1,3,Cliente 46,Pelotas,25,Dom Casmurro,Clássico,Machado de Assis,102,58,João,102,58,44,4,April
210,2025-05-22,67,14,2,3,Cliente 67,Porto Alegre,20,Clean Code,Tecnologia,Robert C. Martin,88,59,João,176,118,58,5,May
211,2025-04-22,65,20,2,1,Cliente 65,Porto Alegre,56,O Alquimista,Ficção,Paulo Coelho,86,63,Ana,172,126,46,4,April
212,2025-02-28,58,6,1,2,Cliente 58,Rio Grande,41,A Revolução dos Bichos,Ficção,George Orwell,66,40,Carlos,66,40,26,2,February
213,2025-02-12,53,7,1,1,Cliente 53,Rio Grande,61,It: A Coisa,Terror,Stephen King,94,58,Ana,94,58,36,2,February
214,2025-07-26,1,10,1,2,Cliente 1,Rio Grande,68,Verity,Romance,Colleen Hoover,71,30,Carlos,71,30,41,7,July
215,2025-09-25,81,7,2,2,Cliente 81,Pelotas,36,It: A Coisa,Terror,Stephen King,94,58,Carlos,188,116,72,9,September
216,2025-10-23,66,2,2,2,Cliente 66,Rio Grande,19,Harry Potter e a Pedra Filosofal,Fantasia,J.K. Rowling,100,48,Carlos,200,96,104,10,October
217,2025-04-28,29,4,3,3,Cliente 29,Porto Alegre,61,1984,Ficção,George Orwell,97,62,João,291,186,105,4,April
218,2025-01-20,84,17,4,2,Cliente 84,Rio Grande,43,Extraordinário,Infantil,R.J. Palacio,92,41,Carlos,368,164,204,1,January
219,2025-08-10,70,1,2,3,Cliente 70,Pelotas,66,Dom Casmurro,Clássico,Machado de Assis,102,58,João,204,116,88,8,August
220,2025-06-15,8,10,4,2,Cliente 8,Porto Alegre,47,Verity,Romance,Colleen Hoover,71,30,Carlos,284,120,164,6,June
221,2025-05-11,29,19,1,3,Cliente 29,Porto Alegre,61,A Menina que Roubava Livros,Romance,Markus Zusak,78,43,João,78,43,35,5,May
222,2025-06-05,51,15,2,4,Cliente 51,Pelotas,68,Python para Dados,Tecnologia,Autor Diversos,101,43,Marina,202,86,116,6,June
223,2025-07-03,33,10,3,3,Cliente 33,Rio Grande,28,Verity,Romance,Colleen Hoover,71,30,João,213,90,123,7,July
224,2025-03-31,3,19,3,3,Cliente 3,Pelotas,56,A Menina que Roubava Livros,Romance,Markus Zusak,78,43,João,234,129,105,3,March
225,2025-04-04,60,12,4,1,Cliente 60,Rio Grande,69,Mindset,Desenvolvimento Pessoal,Carol Dweck,85,43,Ana,340,172,168,4,April
226,2025-01-13,35,16,1,2,Cliente 35,Porto Alegre,42,O Poder do Hábito,Desenvolvimento Pessoal,Charles Duhigg,39,22,Carlos,39,22,17,1,January
227,2025-11-18,69,9,4,4,Cliente 69,Rio Grande,54,O Senhor dos Anéis,Fantasia,J.R.R. Tolkien,81,42,Marina,324,168,156,11,November
228,2025-10-20,91,15,1,1,Cliente 91,Rio Grande,55,Python para Dados,Tecnologia,Autor Diversos,101,43,Ana,101,43,58,10,October
229,2025-08-18,76,17,3,2,Cliente 76,Pelotas,40,Extraordinário,Infantil,R.J. Palacio,92,41,Carlos,276,123,153,8,August
230,2025-11-18,84,14,4,4,Cliente 84,Rio Grande,43,Clean Code,Tecnologia,Robert C. Martin,88,59,Marina,352,236,116,11,November
231,2025-10-19,20,18,3,4,Cliente 20,Porto Alegre,68,Coraline,Fantasia,Neil Gaiman,42,21,Marina,126,63,63,10,October
232,2025-01-26,73,2,3,4,Cliente 73,Rio Grande,19,Harry Potter e a Pedra Filosofal,Fantasia,J.K. Rowling,100,48,Marina,300,144,156,1,January
233,2025-03-16,39,4,1,2,Cliente 39,Pelotas,44,1984,Ficção,George Orwell,97,62,Carlos,97,62,35,3,March
234,2025-12-30,4,18,4,4,Cliente 4,Porto Alegre,66,Coraline,Fantasia,Neil Gaiman,42,21,Marina,168,84,84,12,December
235,2025-10-26,19,7,4,4,Cliente 19,Porto Alegre,24,It: A Coisa,Terror,Stephen King,94,58,Marina,376,232,144,10,October
236,2025-05-30,91,13,3,1,Cliente 91,Rio Grande,55,Sapiens,História,Yuval Noah Harari,85,55,Ana,255,165,90,5,May
237,2025-05-28,45,15,3,3,Cliente 45,Pelotas,23,Python para Dados,Tecnologia,Autor Diversos,101,43,João,303,129,174,5,May
238,2025-01-08,43,1,1,2,Cliente 43,Pelotas,20,Dom Casmurro,Clássico,Machado de Assis,102,58,Carlos,102,58,44,1,January
239,2025-01-29,13,11,2,3,Cliente 13,Pelotas,32,Pai Rico Pai Pobre,Negócios,Robert Kiyosaki,86,30,João,172,60,112,1,January
240,2025-10-23,13,10,2,1,Cliente 13,Pelotas,32,Verity,Romance,Colleen Hoover,71,30,Ana,142,60,82,10,October
241,2025-07-28,60,5,3,3,Cliente 60,Rio Grande,69,O Pequeno Príncipe,Infantil,Antoine de Saint-Exupéry,74,27,João,222,81,141,7,July
242,2025-05-08,57,16,2,4,Cliente 57,Rio Grande,49,O Poder do Hábito,Desenvolvimento Pessoal,Charles Duhigg,39,22,Marina,78,44,34,5,May
243,2025-12-06,86,11,2,4,Cliente 86,Rio Grande,23,Pai Rico Pai Pobre,Negócios,Robert Kiyosaki,86,30,Marina,172,60,112,12,December
244,2025-04-26,92,6,2,2,Cliente 92,Porto Alegre,41,A Revolução dos Bichos,Ficção,George Orwell,66,40,Carlos,132,80,52,4,April
245,2025-05-24,52,9,2,2,Cliente 52,Pelotas,59,O Senhor dos Anéis,Fantasia,J.R.R. Tolkien,81,42,Carlos,162,84,78,5,May
246,2025-11-14,53,13,3,2,Cliente 53,Rio Grande,61,Sapiens,História,Yuval Noah Harari,85,55,Carlos,255,165,90,11,November
247,2025-08-23,86,8,2,1,Cliente 86,Rio Grande,23,Orgulho e Preconceito,Romance,Jane Austen,96,38,Ana,192,76,116,8,August
248,2025-01-07,43,14,2,2,Cliente 43,Pelotas,20,Clean Code,Tecnologia,Robert C. Martin,88,59,Carlos,176,118,58,1,January
249,2025-02-14,83,1,1,1,Cliente 83,Pelotas,61,Dom Casmurro,Clássico,Machado de Assis,102,58,Ana,102,58,44,2,February
250,2025-08-27,72,17,3,4,Cliente 72,Pelotas,66,Extraordinário,Infantil,R.J. Palacio,92,41,Marina,276,123,153,8,August
251,2025-06-04,72,5,4,3,Cliente 72,Pelotas,66,O Pequeno Príncipe,Infantil,Antoine de Saint-Exupéry,74,27,João,296,108,188,6,June
252,2025-06-30,42,2,4,4,Cliente 42,Rio Grande,58,Harry Potter e a Pedra Filosofal,Fantasia,J.K. Rowling,100,48,Marina,400,192,208,6,June
253,2025-08-03,90,9,1,4,Cliente 90,Rio Grande,34,O Senhor dos Anéis,Fantasia,J.R.R. Tolkien,81,42,Marina,81,42,39,8,August
254,2025-03-29,26,4,1,4,Cliente 26,Rio Grande,23,1984,Ficção,George Orwell,97,62,Marina,97,62,35,3,March
255,2025-09-13,23,17,3,2,Cliente 23,Porto Alegre,19,Extraordinário,Infantil,R.J. Palacio,92,41,Carlos,276,123,153,9,September
256,2025-03-14,43,17,4,2,Cliente 43,Pelotas,20,Extraordinário,Infantil,R.J. Palacio,92,41,Carlos,368,164,204,3,March
257,2025-06-28,77,18,2,2,Cliente 77,Rio Grande,54,Coraline,Fantasia,Neil Gaiman,42,21,Carlos,84,42,42,6,June
258,2025-07-31,28,16,1,3,Cliente 28,Porto Alegre,45,O Poder do Hábito,Desenvolvimento Pessoal,Charles Duhigg,39,22,João,39,22,17,7,July
259,2025-10-20,9,8,4,2,Cliente 9,Pelotas,54,Orgulho e Preconceito,Romance,Jane Austen,96,38,Carlos,384,152,232,10,October
260,2025-08-22,20,11,3,1,Cliente 20,Porto Alegre,68,Pai Rico Pai Pobre,Negócios,Robert Kiyosaki,86,30,Ana,258,90,168,8,August
261,2025-08-27,56,18,2,4,Cliente 56,Rio Grande,49,Coraline,Fantasia,Neil Gaiman,42,21,Marina,84,42,42,8,August
262,2025-08-11,83,10,3,3,Cliente 83,Pelotas,61,Verity,Romance,Colleen Hoover,71,30,João,213,90,123,8,August
263,2025-04-29,39,13,1,3,Cliente 39,Pelotas,44,Sapiens,História,Yuval Noah Harari,85,55,João,85,55,30,4,April
264,2025-11-09,51,17,4,3,Cliente 51,Pelotas,68,Extraordinário,Infantil,R.J. Palacio,92,41,João,368,164,204,11,November
265,2025-09-21,12,18,4,3,Cliente 12,Rio Grande,62,Coraline,Fantasia,Neil Gaiman,42,21,João,168,84,84,9,September
266,2025-07-26,79,10,4,3,Cliente 79,Rio Grande,50,Verity,Romance,Colleen Hoover,71,30,João,284,120,164,7,July
267,2025-04-05,95,16,4,1,Cliente 95,Pelotas,51,O Poder do Hábito,Desenvolvimento Pessoal,Charles Duhigg,39,22,Ana,156,88,68,4,April
268,2025-08-10,55,20,2,4,Cliente 55,Pelotas,32,O Alquimista,Ficção,Paulo Coelho,86,63,Marina,172,126,46,8,August
269,2025-10-03,78,5,2,3,Cliente 78,Porto Alegre,49,O Pequeno Príncipe,Infantil,Antoine de Saint-Exupéry,74,27,João,148,54,94,10,October
270,2025-08-19,11,13,3,4,Cliente 11,Rio Grande,56,Sapiens,História,Yuval Noah Harari,85,55,Marina,255,165,90,8,August
271,2025-11-05,26,18,2,2,Cliente 26,Rio Grande,23,Coraline,Fantasia,Neil Gaiman,42,21,Carlos,84,42,42,11,November
272,2025-04-29,42,17,1,3,Cliente 42,Rio Grande,58,Extraordinário,Infantil,R.J. Palacio,92,41,João,92,41,51,4,April
273,2025-09-25,27,9,1,3,Cliente 27,Porto Alegre,45,O Senhor dos Anéis,Fantasia,J.R.R. Tolkien,81,42,João,81,42,39,9,September
274,2025-09-30,11,14,4,4,Cliente 11,Rio Grande,56,Clean Code,Tecnologia,Robert C. Martin,88,59,Marina,352,236,116,9,September
275,2025-03-05,38,17,1,3,Cliente 38,Porto Alegre,18,Extraordinário,Infantil,R.J. Palacio,92,41,João,92,41,51,3,March
276,2025-10-25,98,4,3,3,Cliente 98,Porto Alegre,28,1984,Ficção,George Orwell,97,62,João,291,186,105,10,October
277,2025-12-16,43,18,2,3,Cliente 43,Pelotas,20,Coraline,Fantasia,Neil Gaiman,42,21,João,84,42,42,12,December
278,2025-01-11,19,20,2,1,Cliente 19,Porto Alegre,24,O Alquimista,Ficção,Paulo Coelho,86,63,Ana,172,126,46,1,January
279,2025-04-08,64,15,2,1,Cliente 64,Pelotas,29,Python para Dados,Tecnologia,Autor Diversos,101,43,Ana,202,86,116,4,April
280,2025-03-12,6,11,1,3,Cliente 6,Porto Alegre,49,Pai Rico Pai Pobre,Negócios,Robert Kiyosaki,86,30,João,86,30,56,3,March
281,2025-12-30,46,12,2,1,Cliente 46,Pelotas,25,Mindset,Desenvolvimento Pessoal,Carol Dweck,85,43,Ana,170,86,84,12,December
282,2025-02-27,42,9,4,2,Cliente 42,Rio Grande,58,O Senhor dos Anéis,Fantasia,J.R.R. Tolkien,81,42,Carlos,324,168,156,2,February
283,2025-10-17,92,13,4,3,Cliente 92,Porto Alegre,41,Sapiens,História,Yuval Noah Harari,85,55,João,340,220,120,10,October
284,2025-09-08,65,15,4,2,Cliente 65,Porto Alegre,56,Python para Dados,Tecnologia,Autor Diversos,101,43,Carlos,404,172,232,9,September
285,2025-10-03,99,15,1,4,Cliente 99,Porto Alegre,65,Python para Dados,Tecnologia,Autor Diversos,101,43,Marina,101,43,58,10,October
286,2025-02-19,72,5,2,2,Cliente 72,Pelotas,66,O Pequeno Príncipe,Infantil,Antoine de Saint-Exupéry,74,27,Carlos,148,54,94,2,February
287,2025-12-24,59,19,1,4,Cliente 59,Pelotas,58,A Menina que Roubava Livros,Romance,Markus Zusak,78,43,Marina,78,43,35,12,December
288,2025-08-04,52,20,2,3,Cliente 52,Pelotas,59,O Alquimista,Ficção,Paulo Coelho,86,63,João,172,126,46,8,August
289,2025-02-21,47,14,3,4,Cliente 47,Pelotas,44,Clean Code,Tecnologia,Robert C. Martin,88,59,Marina,264,177,87,2,February
290,2025-09-28,7,17,3,4,Cliente 7,Pelotas,21,Extraordinário,Infantil,R.J. Palacio,92,41,Marina,276,123,153,9,September
291,2025-03-25,11,18,1,2,Cliente 11,Rio Grande,56,Coraline,Fantasia,Neil Gaiman,42,21,Carlos,42,21,21,3,March
292,2025-10-20,61,3,4,2,Cliente 61,Rio Grande,66,O Hobbit,Fantasia,J.R.R. Tolkien,50,34,Carlos,200,136,64,10,October
293,2025-05-06,68,2,1,2,Cliente 68,Pelotas,66,Harry Potter e a Pedra Filosofal,Fantasia,J.K. Rowling,100,48,Carlos,100,48,52,5,May
294,2025-10-23,25,1,4,3,Cliente 25,Pelotas,62,Dom Casmurro,Clássico,Machado de Assis,102,58,João,408,232,176,10,October
295,2025-03-13,12,10,2,3,Cliente 12,Rio Grande,62,Verity,Romance,Colleen Hoover,71,30,João,142,60,82,3,March
296,2025-10-23,26,19,4,2,Cliente 26,Rio Grande,23,A Menina que Roubava Livros,Romance,Markus Zusak,78,43,Carlos,312,172,140,10,October
297,2025-08-24,12,17,4,3,Cliente 12,Rio Grande,62,Extraordinário,Infantil,R.J. Palacio,92,41,João,368,164,204,8,August
298,2025-02-25,43,12,2,3,Cliente 43,Pelotas,20,Mindset,Desenvolvimento Pessoal,Carol Dweck,85,43,João,170,86,84,2,February
299,2025-12-26,51,1,3,4,Cliente 51,Pelotas,68,Dom Casmurro,Clássico,Machado de Assis,102,58,Marina,306,174,132,12,December
300,2025-04-20,37,12,2,4,Cliente 37,Pelotas,50,Mindset,Desenvolvimento Pessoal,Carol Dweck,85,43,Marina,170,86,84,4,April
301,2025-07-11,46,17,1,2,Cliente 46,Pelotas,25,Extraordinário,Infantil,R.J. Palacio,92,41,Carlos,92,41,51,7,July
302,2025-04-03,53,3,1,3,Cliente 53,Rio Grande,61,O Hobbit,Fantasia,J.R.R. Tolkien,50,34,João,50,34,16,4,April
303,2025-12-16,88,11,1,4,Cliente 88,Pelotas,21,Pai Rico Pai Pobre,Negócios,Robert Kiyosaki,86,30,Marina,86,30,56,12,December
304,2025-02-25,80,17,1,1,Cliente 80,Rio Grande,18,Extraordinário,Infantil,R.J. Palacio,92,41,Ana,92,41,51,2,February
305,2025-03-01,13,3,1,3,Cliente 13,Pelotas,32,O Hobbit,Fantasia,J.R.R. Tolkien,50,34,João,50,34,16,3,March
306,2025-05-18,89,8,3,1,Cliente 89,Porto Alegre,28,Orgulho e Preconceito,Romance,Jane Austen,96,38,Ana,288,114,174,5,May
307,2025-02-08,54,20,3,2,Cliente 54,Pelotas,41,O Alquimista,Ficção,Paulo Coelho,86,63,Carlos,258,189,69,2,February
308,2025-01-28,57,4,4,3,Cliente 57,Rio Grande,49,1984,Ficção,George Orwell,97,62,João,388,248,140,1,January
309,2025-02-18,4,7,1,2,Cliente 4,Porto Alegre,66,It: A Coisa,Terror,Stephen King,94,58,Carlos,94,58,36,2,February
310,2025-05-05,75,14,2,2,Cliente 75,Porto Alegre,45,Clean Code,Tecnologia,Robert C. Martin,88,59,Carlos,176,118,58,5,May
311,2025-01-13,96,14,1,2,Cliente 96,Rio Grande,23,Clean Code,Tecnologia,Robert C. Martin,88,59,Carlos,88,59,29,1,January
312,2025-02-05,49,4,3,2,Cliente 49,Rio Grande,54,1984,Ficção,George Orwell,97,62,Carlos,291,186,105,2,February
313,2025-04-11,7,16,1,2,Cliente 7,Pelotas,21,O Poder do Hábito,Desenvolvimento Pessoal,Charles Duhigg,39,22,Carlos,39,22,17,4,April
314,2025-10-09,11,1,3,3,Cliente 11,Rio Grande,56,Dom Casmurro,Clássico,Machado de Assis,102,58,João,306,174,132,10,October
315,2025-03-27,92,17,4,1,Cliente 92,Porto Alegre,41,Extraordinário,Infantil,R.J. Palacio,92,41,Ana,368,164,204,3,March
316,2025-01-04,54,10,4,3,Cliente 54,Pelotas,41,Verity,Romance,Colleen Hoover,71,30,João,284,120,164,1,January
317,2025-08-11,87,16,4,3,Cliente 87,Pelotas,49,O Poder do Hábito,Desenvolvimento Pessoal,Charles Duhigg,39,22,João,156,88,68,8,August
318,2025-12-04,45,16,3,3,Cliente 45,Pelotas,23,O Poder do Hábito,Desenvolvimento Pessoal,Charles Duhigg,39,22,João,117,66,51,12,December
319,2025-06-15,23,8,1,4,Cliente 23,Porto Alegre,19,Orgulho e Preconceito,Romance,Jane Austen,96,38,Marina,96,38,58,6,June
320,2025-12-10,28,7,1,4,Cliente 28,Porto Alegre,45,It: A Coisa,Terror,Stephen King,94,58,Marina,94,58,36,12,December
321,2025-10-05,57,6,2,3,Cliente 57,Rio Grande,49,A Revolução dos Bichos,Ficção,George Orwell,66,40,João,132,80,52,10,October
322,2025-05-10,26,16,3,1,Cliente 26,Rio Grande,23,O Poder do Hábito,Desenvolvimento Pessoal,Charles Duhigg,39,22,Ana,117,66,51,5,May
323,2025-01-31,25,20,2,3,Cliente 25,Pelotas,62,O Alquimista,Ficção,Paulo Coelho,86,63,João,172,126,46,1,January
324,2025-01-11,54,16,4,2,Cliente 54,Pelotas,41,O Poder do Hábito,Desenvolvimento Pessoal,Charles Duhigg,39,22,Carlos,156,88,68,1,January
325,2025-10-29,29,7,1,4,Cliente 29,Porto Alegre,61,It: A Coisa,Terror,Stephen King,94,58,Marina,94,58,36,10,October
326,2025-04-06,83,9,3,4,Cliente 83,Pelotas,61,O Senhor dos Anéis,Fantasia,J.R.R. Tolkien,81,42,Marina,243,126,117,4,April
327,2025-07-09,97,14,2,3,Cliente 97,Rio Grande,39,Clean Code,Tecnologia,Robert C. Martin,88,59,João,176,118,58,7,July
328,2025-07-11,36,11,2,3,Cliente 36,Rio Grande,56,Pai Rico Pai Pobre,Negócios,Robert Kiyosaki,86,30,João,172,60,112,7,July
329,2025-09-23,14,14,2,1,Cliente 14,Rio Grande,60,Clean Code,Tecnologia,Robert C. Martin,88,59,Ana,176,118,58,9,September
330,2025-05-08,78,7,1,1,Cliente 78,Porto Alegre,49,It: A Coisa,Terror,Stephen King,94,58,Ana,94,58,36,5,May
331,2025-08-26,35,1,1,2,Cliente 35,Porto Alegre,42,Dom Casmurro,Clássico,Machado de Assis,102,58,Carlos,102,58,44,8,August
332,2025-12-21,30,13,1,3,Cliente 30,Porto Alegre,61,Sapiens,História,Yuval Noah Harari,85,55,João,85,55,30,12,December
333,2025-04-22,92,20,3,3,Cliente 92,Porto Alegre,41,O Alquimista,Ficção,Paulo Coelho,86,63,João,258,189,69,4,April
334,2025-11-12,17,3,1,3,Cliente 17,Pelotas,30,O Hobbit,Fantasia,J.R.R. Tolkien,50,34,João,50,34,16,11,November
335,2025-12-09,67,20,3,4,Cliente 67,Porto Alegre,20,O Alquimista,Ficção,Paulo Coelho,86,63,Marina,258,189,69,12,December
336,2025-05-25,80,4,2,2,Cliente 80,Rio Grande,18,1984,Ficção,George Orwell,97,62,Carlos,194,124,70,5,May
337,2025-03-06,30,11,2,1,Cliente 30,Porto Alegre,61,Pai Rico Pai Pobre,Negócios,Robert Kiyosaki,86,30,Ana,172,60,112,3,March
338,2025-09-04,93,2,4,4,Cliente 93,Rio Grande,22,Harry Potter e a Pedra Filosofal,Fantasia,J.K. Rowling,100,48,Marina,400,192,208,9,September
339,2025-08-11,45,14,1,4,Cliente 45,Pelotas,23,Clean Code,Tecnologia,Robert C. Martin,88,59,Marina,88,59,29,8,August
340,2025-11-09,79,12,2,4,Cliente 79,Rio Grande,50,Mindset,Desenvolvimento Pessoal,Carol Dweck,85,43,Marina,170,86,84,11,November
341,2025-04-16,89,17,1,4,Cliente 89,Porto Alegre,28,Extraordinário,Infantil,R.J. Palacio,92,41,Marina,92,41,51,4,April
342,2025-06-30,51,12,3,2,Cliente 51,Pelotas,68,Mindset,Desenvolvimento Pessoal,Carol Dweck,85,43,Carlos,255,129,126,6,June
343,2025-07-03,47,12,2,3,Cliente 47,Pelotas,44,Mindset,Desenvolvimento Pessoal,Carol Dweck,85,43,João,170,86,84,7,July
344,2025-08-14,53,1,1,1,Cliente 53,Rio Grande,61,Dom Casmurro,Clássico,Machado de Assis,102,58,Ana,102,58,44,8,August
345,2025-09-22,64,13,2,1,Cliente 64,Pelotas,29,Sapiens,História,Yuval Noah Harari,85,55,Ana,170,110,60,9,September
346,2025-10-05,38,14,2,4,Cliente 38,Porto Alegre,18,Clean Code,Tecnologia,Robert C. Martin,88,59,Marina,176,118,58,10,October
347,2025-03-30,64,2,1,4,Cliente 64,Pelotas,29,Harry Potter e a Pedra Filosofal,Fantasia,J.K. Rowling,100,48,Marina,100,48,52,3,March
348,2025-06-25,87,12,2,2,Cliente 87,Pelotas,49,Mindset,Desenvolvimento Pessoal,Carol Dweck,85,43,Carlos,170,86,84,6,June
349,2025-01-18,89,16,2,4,Cliente 89,Porto Alegre,28,O Poder do Hábito,Desenvolvimento Pessoal,Charles Duhigg,39,22,Marina,78,44,34,1,January
350,2025-04-16,7,4,2,1,Cliente 7,Pelotas,21,1984,Ficção,George Orwell,97,62,Ana,194,124,70,4,April
351,2025-09-28,22,8,2,1,Cliente 22,Porto Alegre,45,Orgulho e Preconceito,Romance,Jane Austen,96,38,Ana,192,76,116,9,September
352,2025-11-15,81,2,3,3,Cliente 81,Pelotas,36,Harry Potter e a Pedra Filosofal,Fantasia,J.K. Rowling,100,48,João,300,144,156,11,November
353,2025-06-16,82,10,2,3,Cliente 82,Rio Grande,19,Verity,Romance,Colleen Hoover,71,30,João,142,60,82,6,June
354,2025-01-13,41,9,4,1,Cliente 41,Porto Alegre,30,O Senhor dos Anéis,Fantasia,J.R.R. Tolkien,81,42,Ana,324,168,156,1,January
355,2025-12-03,74,15,2,1,Cliente 74,Rio Grande,19,Python para Dados,Tecnologia,Autor Diversos,101,43,Ana,202,86,116,12,December
356,2025-02-01,10,13,1,2,Cliente 10,Porto Alegre,40,Sapiens,História,Yuval Noah Harari,85,55,Carlos,85,55,30,2,February
357,2025-02-09,57,17,4,2,Cliente 57,Rio Grande,49,Extraordinário,Infantil,R.J. Palacio,92,41,Carlos,368,164,204,2,February
358,2025-05-28,7,16,3,1,Cliente 7,Pelotas,21,O Poder do Hábito,Desenvolvimento Pessoal,Charles Duhigg,39,22,Ana,117,66,51,5,May
359,2025-08-06,50,2,4,4,Cliente 50,Pelotas,50,Harry Potter e a Pedra Filosofal,Fantasia,J.K. Rowling,100,48,Marina,400,192,208,8,August
360,2025-08-07,91,20,4,3,Cliente 91,Rio Grande,55,O Alquimista,Ficção,Paulo Coelho,86,63,João,344,252,92,8,August
361,2025-03-23,52,20,4,1,Cliente 52,Pelotas,59,O Alquimista,Ficção,Paulo Coelho,86,63,Ana,344,252,92,3,March
362,2025-11-29,33,14,1,4,Cliente 33,Rio Grande,28,Clean Code,Tecnologia,Robert C. Martin,88,59,Marina,88,59,29,11,November
363,2025-07-27,1,3,1,1,Cliente 1,Rio Grande,68,O Hobbit,Fantasia,J.R.R. Tolkien,50,34,Ana,50,34,16,7,July
364,2025-07-20,53,12,1,3,Cliente 53,Rio Grande,61,Mindset,Desenvolvimento Pessoal,Carol Dweck,85,43,João,85,43,42,7,July
365,2025-11-28,60,8,3,3,Cliente 60,Rio Grande,69,Orgulho e Preconceito,Romance,Jane Austen,96,38,João,288,114,174,11,November
366,2025-02-07,34,2,1,2,Cliente 34,Rio Grande,45,Harry Potter e a Pedra Filosofal,Fantasia,J.K. Rowling,100,48,Carlos,100,48,52,2,February
367,2025-07-30,4,4,1,2,Cliente 4,Porto Alegre,66,1984,Ficção,George Orwell,97,62,Carlos,97,62,35,7,July
368,2025-11-23,17,14,4,2,Cliente 17,Pelotas,30,Clean Code,Tecnologia,Robert C. Martin,88,59,Carlos,352,236,116,11,November
369,2025-09-06,4,16,1,2,Cliente 4,Porto Alegre,66,O Poder do Hábito,Desenvolvimento Pessoal,Charles Duhigg,39,22,Carlos,39,22,17,9,September
370,2025-08-15,43,19,2,3,Cliente 43,Pelotas,20,A Menina que Roubava Livros,Romance,Markus Zusak,78,43,João,156,86,70,8,August
371,2025-02-17,90,2,1,4,Cliente 90,Rio Grande,34,Harry Potter e a Pedra Filosofal,Fantasia,J.K. Rowling,100,48,Marina,100,48,52,2,February
